cellID,animalID,genoType,cellType,recordLayer,recordRegion,stimSource,stimChannel,conditionName,signal,samplerate,onset,risetime,slope,amplitude,onset2peakTime,halfwidth,decay,slope2ms,slope3ms,area,test1DrugName,waveformSequence,
BJ1421,Will20170713,WT,PYR,L5,ACC,MD,ChR2H134R,DAMGO,IPSC,10000,4.5,0.9,-11.3891,-16.1415,1.7,5.3,6.4,-2.0111,-2.9842,-100.8464,NaN,NaN,
BJ1421,Will20170713,WT,PYR,L5,ACC,MD,ChR2H134R,DAMGOCTAP,EPSC,10000,4.3,0.8,-142.1565,-184.0718,2,9.8,12.1,-16.2835,-16.2835,-2021.4215,NaN,NaN,
BJ1421,Will20170713,WT,PYR,L5,ACC,MD,ChR2H134R,DAMGOCTAP,IPSC,10000,1.8,1.3,51.1012,72.4095,7.5,11.1,24.2,7.3957,7.3957,137.7341,NaN,NaN,
BJ1421,Will20170713,WT,PYR,L5,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,4.1,0.9,-148.635,-221.3649,2.3,11.7,11.4,-19.7219,-19.7219,-2963.1226,NaN,NaN,
BJ1421,Will20170713,WT,PYR,L5,ACC,MD,ChR2H134R,BASEDPDE,IPSC,10000,1.6,1.2,87.4186,145.4044,6.7,10.5,17.9,11.3855,11.3855,231.2194,NaN,NaN,
BJ1421,Will20170713,WT,PYR,L5,ACC,MD,ChR2H134R,DPDE,EPSC,10000,4.2,1.5,-73.4381,-186.8962,6.5,12.7,11.8,-14.6617,-14.6617,-2621.023,NaN,NaN,
BJ1421,Will20170713,WT,PYR,L5,ACC,MD,ChR2H134R,DPDE,IPSC,10000,1.4,1.8,21.0843,44.5307,7.1,20,29.5,5.9685,5.9685,61.7478,NaN,NaN,
BJ1421,Will20170713,WT,PYR,L5,ACC,MD,ChR2H134R,DPDENALTRI,IPSC,10000,2.2,5.5,32.1896,242.4814,14.1,21.5,55.4,9.6663,9.6663,1406.8772,NaN,NaN,
BJ1426,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,3.7,5.3,-15.5699,-139.7507,7.1,13.4,18,-5.6117,-5.6117,-2283.5886,NaN,NaN,
BJ1426,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,4.9,4.8,53.0891,422.5559,7.6,18.8,22.3,14.0778,14.0778,2050.211,NaN,NaN,
BJ1426,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,ENK,EPSC,10000,3.7,0.9,-10.0916,-16.8636,2.5,11.9,13.5,-1.6219,-1.6219,-210.7508,NaN,NaN,
BJ1426,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,ENK,IPSC,10000,5.3,1,47.2936,83.7302,4,14.7,17,8.3688,8.3688,275.5703,NaN,NaN,
BJ1426,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,3.7,0.8,-33.4104,-46.9616,2.5,8.5,44.6,-5.2873,-5.2873,-1285.8779,NaN,NaN,
BJ1426,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,4.9,1.2,117.7474,249.9711,3.2,13.8,16.7,18.4893,18.4893,615.2225,NaN,NaN,
BJ1428,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,5,2.7,72.9239,337.9566,8.1,23.1,31.5,16.6403,16.6403,2085.4945,NaN,NaN,
BJ1428,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,ENK,IPSC,10000,4.6,3.3,14.469,77.1872,6.3,22.6,31.8,5.8712,5.8712,371.6265,NaN,NaN,
BJ1428,Will20170724,MORWTho,PYR,L5,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,4.8,3.7,70.4153,449.1548,8.7,25.3,34.3,18.6515,18.6515,2894.4807,NaN,NaN,
BJ1448,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,BASEDAMGO,EPSC,10000,4.5,1.5,-50.6455,-122.1888,2,6.4,19.8,-12.3262,-12.3262,-1328.3555,NaN,NaN,
BJ1448,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DAMGO,EPSC,10000,4.3,1.9,-54.2898,-173.4943,3.5,4.2,6.7,-15.9592,-15.9592,-1028.2998,NaN,NaN,
BJ1448,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DAMGOCTAP,EPSC,10000,4.2,2.1,-65.3071,-228.8686,2.8,4.6,28.9,-13.7534,-16.7701,-3702.0457,NaN,NaN,
BJ1448,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,4.5,2,-59.9442,-184.1823,2.7,5,8.9,-17.5486,-17.5486,-2362.8448,NaN,NaN,
BJ1448,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DPDE,EPSC,10000,4.4,2,-69.1888,-231.0466,3.1,4.2,30.8,-17.8081,-17.8081,-4022.1167,NaN,NaN,
BJ1448,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DPDENALTRI,EPSC,10000,4.2,2.1,-70.9605,-228.8454,2.9,4.4,29.6,-24.2955,-24.2955,-4145.9766,NaN,NaN,
BJ1450,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,BASEDAMGO,EPSC,10000,5.3,0.2,-240.3605,-79.0045,0.7,1.1,7,-24.036,-24.036,-324.0829,NaN,NaN,
BJ1450,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DAMGO,EPSC,10000,4.3,1,-25.9498,-36.3651,1.8,1.7,11.4,-6.747,-6.747,-253.9838,NaN,NaN,
BJ1450,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DAMGOCTAP,EPSC,10000,4.5,0.5,-95.7549,-74.2726,1.8,1.3,5.8,-11.645,-11.645,-285.6374,NaN,NaN,
BJ1450,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,4.5,0.2,-367.1904,-145.426,0.5,1.5,6.5,-40.4169,-40.4169,-595.519,NaN,NaN,
BJ1450,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DPDE,EPSC,10000,4.4,0.2,-312.047,-143.1352,0.6,1.4,11.3,-31.2047,-31.2047,-973.4734,NaN,NaN,
BJ1450,Will20170808,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DPDENALTRI,EPSC,10000,4.5,0.3,-218.6275,-114.3943,0.6,1.5,6.9,-26.5986,-26.5986,-578.2496,NaN,NaN,
BJ1452,Will20170809,PVhet;Ai9het,PYR,L5,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,8.2,4.2,120.327,835.094,8.9,19.9,33.7,16.543,18.2298,4763.9004,NaN,NaN,
BJ1452,Will20170809,PVhet;Ai9het,PYR,L5,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,4.9,3.3,-47.6337,-273.8977,5.3,7,6.6,-9.569,-9.569,-2371.2194,NaN,NaN,
BJ1452,Will20170809,PVhet;Ai9het,PYR,L5,ACC,MD,ChR2H134R,ENK,EPSC,10000,5.3,3.5,-32.0666,-186.8037,5.9,10.5,13.4,-6.1631,-6.1631,-2547.4898,NaN,NaN,
BJ1452,Will20170809,PVhet;Ai9het,PYR,L5,ACC,MD,ChR2H134R,ENK,IPSC,10000,9.6,5.1,13.9162,120.1658,16.3,36.3,133.3,5.2224,5.2224,1583.7045,NaN,NaN,
BJ1452,Will20170809,PVhet;Ai9het,PYR,L5,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,5.4,2.9,-52.0488,-251.2426,4.9,8.6,12.8,-5.6225,-6.8839,-2948.0997,NaN,NaN,
BJ1452,Will20170809,PVhet;Ai9het,PYR,L5,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,9.3,3.5,155.9401,918.0215,8.1,33.1,51.2,29.518,29.518,5130.6412,NaN,NaN,
BJ1458,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,BASEDAMGO,EPSC,10000,3.2,0.2,-1041.8865,-405.5595,0.6,2.8,9.1,-104.1887,-104.1887,-2339.507,NaN,NaN,
BJ1458,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DAMGO,EPSC,10000,3.2,0.3,-1153.4709,-488.4406,0.5,1.9,6.6,-131.2738,-131.2738,-2015.411,NaN,NaN,
BJ1458,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DAMGOCTAP,EPSC,10000,3.1,0.2,-1369.8278,-520.9291,0.6,2.3,6.9,-136.9828,-136.9828,-3519.6152,NaN,NaN,
BJ1458,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,3.1,0.2,-1369.8278,-520.9291,0.6,2.3,6.9,-136.9828,-136.9828,-3519.6152,NaN,NaN,
BJ1458,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DPDE,EPSC,10000,3.2,0.3,-1212.0743,-505.1229,0.5,4.9,7.8,-136.3016,-136.3016,-4655.6808,NaN,NaN,
BJ1458,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DPDENALTRI,EPSC,10000,3.2,0.2,-1381.8296,-513.2172,0.5,4.7,8.2,-144.6055,-144.6055,-4434.258,NaN,NaN,
BJ1458,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,TTX,EPSC,10000,0.1,10.5,-0.32746,-5.4936,14.5,10.7,1,-0.71362,-0.71362,-13.5664,NaN,NaN,
BJ1458,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,TTX4AP,EPSC,10000,4.9,1.4,-18.3503,-38.7046,1.8,1.4,3,-6.747,-6.747,-97.6086,NaN,NaN,
BJ1454,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,BASEDAMGO,EPSC,10000,4.5,0.8,-109.3408,-160.3651,2,2.5,3.9,-28.5448,-28.5448,-592.5064,NaN,NaN,
BJ1454,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DAMGO,EPSC,10000,4.4,2.1,-50.8185,-178.229,3,1.9,2.1,-27.3122,-24.3929,-552.3116,NaN,NaN,
BJ1454,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DAMGOCTAP,EPSC,10000,4.3,2.6,-50.5523,-202.905,3,2.8,2.4,-22.8359,-22.8359,-728.7407,NaN,NaN,
BJ1454,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,2.4,0.6,-412.4344,-415.4359,1.1,2.5,3.9,-46.7818,-46.7818,-1351.0217,NaN,NaN,
BJ1454,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DPDE,EPSC,10000,2.3,0.7,-314.1785,-374.2207,1.3,2.8,4.4,-38.4382,-38.4382,-1391.9211,NaN,NaN,
BJ1454,Will20170809,PVhet;Ai9het,PV,L5,ACC,MD,ChR2H134R,DPDENALTRI,EPSC,10000,2.3,0.6,-404.4933,-399.0561,1.2,2.4,4.1,-47.6504,-47.6504,-1283.3093,NaN,NaN,
BJ1475,eWill20170816,PVhet;Ai39het,PYR,L5,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,3.7,1.4,102.8726,242.9085,3.6,13.5,22.4,19.5435,19.5435,668.0234,NaN,NaN,
BJ1475,eWill20170816,PVhet;Ai39het,PYR,L5,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,3.1,1.7,-28.4304,-78.1998,3,14.7,28,-6.1631,-6.1631,-1290.196,NaN,NaN,
BJ1475,eWill20170816,PVhet;Ai39het,PYR,L5,ACC,MD,ChR2H134R,ENK,IPSC,10000,3.7,1.2,78.3902,175.8681,3.8,13.4,23.3,13.4939,13.4939,527.7674,NaN,NaN,
BJ1475,eWill20170816,PVhet;Ai39het,PYR,L5,ACC,MD,ChR2H134R,ENK,EPSC,10000,3.2,2,-17.4188,-56.5726,11.7,20,16.5,-4.8332,-4.8332,-1131.7325,NaN,NaN,
BJ1475,eWill20170816,PVhet;Ai39het,PYR,L5,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,3.6,4.8,-12.5019,-99.9573,22.8,39,40.5,-4.0547,-4.0547,-4289.448,NaN,NaN,
BJ1476,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,3.5,0.8,-177.5132,-234.2343,1.4,5,11,-18.9434,-18.9434,-2104.5274,NaN,NaN,
BJ1476,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,4.9,0.7,1198.5123,1522.7789,1.9,9,15.9,131.955,131.955,2113.3443,NaN,NaN,
BJ1476,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,IPSC,10000,1.6,0.9,530.8186,749.4543,5.7,9.7,16,71.8162,71.8162,1254.8353,NaN,NaN,
BJ1476,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,EPSC,10000,3.7,1,-111.0005,-180.5287,1.6,7,29.2,-12.1316,-12.1316,-2988.5269,NaN,NaN,
BJ1476,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,1.3,0.6,1165.2202,1238.8201,5.9,9.9,18,133.1732,133.1732,2086.0897,NaN,NaN,
BJ1476,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,3.8,1.1,-136.5316,-249.2644,6.2,12,33.6,-17.1269,-17.1269,-5404.9783,NaN,NaN,
BJ1480,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,2.3,1,-146.422,-239.4489,1.9,4.2,7.3,-19.0083,-19.0083,-1262.1841,NaN,NaN,
BJ1480,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,2.3,0.5,1047.3359,872.729,3.3,7.6,12.9,121.7697,121.7697,844.2954,NaN,NaN,
BJ1480,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,IPSC,10000,2.3,0.8,107.2864,110.1928,4.1,7.6,11.1,15.0833,15.0833,142.3736,NaN,NaN,
BJ1480,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,EPSC,10000,2.4,1.4,-94.8096,-210.163,2.9,6.6,7.9,-15.0509,-15.0509,-1630.8338,NaN,NaN,
BJ1480,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,2.2,0.5,698.8294,642.3517,3.7,7.6,11.6,87.5159,87.5159,768.7443,NaN,NaN,
BJ1480,eWill20170816,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,2.3,1,-129.8141,-220.6908,2,5.2,8.3,-17.581,-17.581,-1467.97,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,3.7,2.1,-12.3571,-42.7486,4.3,12.2,13.2,-2.1733,-2.1733,-564.519,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,EPSC,10000,3.8,2.2,-13.3288,-48.5317,3.9,12.1,13.5,-2.1733,-2.1733,-634.3649,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,4.1,1.8,-19.967,-62.7114,3.6,12.2,27.3,-2.9194,-2.9194,-1272.9235,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEDAMGO,EPSC,10000,3.8,2.1,-27.8034,-95.2809,4,9,9.6,-3.341,-4.8332,-979.4111,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DAMGO,EPSC,10000,3.8,2.3,-17.3187,-65.4361,3.9,8.9,8.8,-2.8869,-2.8869,-656.1264,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DAMGOCTAP,EPSC,10000,4,1.8,-24.9767,-78.9997,4.6,9.3,10,-3.5032,-3.5032,-842.8533,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,3.9,1.8,-24.7605,-75.5001,4.6,9.5,11.4,-4.4439,-4.4439,-850.0131,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DPDE,EPSC,10000,4,1.9,-21.7501,-68.0849,5.1,9.9,13.1,-3.341,-3.341,-844.8929,NaN,NaN,
BJ1493,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DPDENALTRI,EPSC,10000,3.9,2.1,-18.6283,-65.0781,5.8,10.4,12.9,-2.9842,-2.9842,-833.7569,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,2.1,1,-143.2432,-235.6381,2.2,6.1,8.1,-17.1269,-17.1269,-1720.4405,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,2,1.6,135.8718,360.646,5.5,11.9,16.6,23.2251,23.2251,910.8816,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,IPSC,10000,2.1,2.2,71.48,241,5.8,11.4,15.7,15.505,15.505,628.0348,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,EPSC,10000,2.1,1.1,-122.4361,-215.7602,2.3,6.8,8.8,-15.0185,-15.0185,-1698.9356,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,2.1,0.9,-148.7791,-235.0458,2,7.5,11.7,-17.8081,-17.8081,-2285.7852,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,2,1.5,193.1534,484.2458,5.2,9.9,14,31.1398,31.1398,1044.1419,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEDAMGO,EPSC,10000,2.2,1,-132.993,-214.9134,2.5,7,10.4,-16.6079,-16.6079,-1908.2603,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEDAMGO,IPSC,10000,1.5,1.8,130.9386,392.2838,6.2,12.8,17.7,21.214,21.214,1039.4558,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DAMGO,EPSC,10000,2.2,1,-112.8818,-178.734,2,4.6,6.5,-14.1102,-14.1102,-1069.6242,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DAMGO,IPSC,10000,2.5,2.2,89.2911,316.396,5.8,12.6,17.1,16.0565,16.0565,923.9452,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DAMGOCTAP,IPSC,10000,4,2.1,112.8509,395.8374,4.1,13,18.3,22.1222,22.1222,1154.3924,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DAMGOCTAP,EPSC,10000,2.2,0.9,-122.2526,-187.3753,1.9,4.2,6.6,-13.8507,-13.8507,-1063.0073,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,2.2,0.9,-122.2526,-187.3753,1.9,4.2,6.6,-13.8507,-13.8507,-1063.0073,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEDPDE,IPSC,10000,4,2.1,112.8509,395.8374,4.1,13,18.3,22.1222,22.1222,1154.3924,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DPDE,EPSC,10000,2.2,0.9,-118.7926,-182.581,1.8,4.1,6,-14.1102,-14.1102,-987.3358,NaN,NaN,
BJ1495,eWill20170823,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DPDE,IPSC,10000,3.9,2,112.5575,392.0206,4.6,14.2,19.3,17.6459,17.6459,1299.2969,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,6.4,0.7,1193.8783,1420.8029,2.6,12.3,21.6,157.6453,157.6453,3007.0133,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,ENK,IPSC,10000,1.8,0.8,631.3922,825.4535,7.6,10.4,16.2,89.6243,89.6243,1893.8406,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,2.2,0.7,1067.2802,1387.5564,6.3,7.9,11,158.7482,158.7482,2349.1723,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,BASEDAMGO,IPSC,10000,1.8,0.6,1960.8354,1901.2018,6.3,7.2,11.3,257.0657,257.0657,3016.587,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,DAMGO,IPSC,10000,2.5,0.7,1610.0954,1894.6105,5.8,7.9,12,234.4244,234.4244,3271.6115,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,DAMGOCTAP,IPSC,10000,2.1,0.6,1753.7773,1860.761,6.1,8.1,12.1,250.708,250.708,3300.9095,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,BASEDPDE,IPSC,10000,1.5,0.7,1564.2199,1913.8,6.7,8.3,12.6,249.8646,249.8646,3394.1982,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,4.4,0.9,-177.6123,-243.8874,1.6,3.5,3.6,-22.3493,-22.3493,-941.5691,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,DPDE,IPSC,10000,2,0.8,827.0703,1114.4055,6.2,8.2,11,126.765,126.765,2013.4726,NaN,NaN,
BJ1499,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,DPDE,EPSC,10000,4.3,1.3,-114.5786,-238.8974,2.5,6.6,13.7,-15.278,-15.278,-2326.9487,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,1.6,0.8,675.2637,914.8135,6.4,7.4,12.2,107.8865,107.8865,1216.539,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,4.9,1.4,-173.2153,-412.5861,2.7,5.9,7.1,-25.4957,-25.4957,-2912.9429,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,ENK,EPSC,10000,4.8,0.7,-128.5444,-163.3443,1.5,2.5,4.9,-15.4402,-15.4402,-617.1871,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,ENK,IPSC,10000,6.3,1.1,528.8461,912.3871,2.3,8.6,14.2,57.8357,57.8357,1512.4194,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,IPSC,10000,6.5,1.1,658.4774,1152.798,2.2,9,16.5,88.8134,88.8134,1824.8639,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,ENKWASH,EPSC,10000,5,1.2,-142.8323,-315.848,2.6,8.5,23,-24.2955,-24.2955,-4595.5625,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,BASEDPDE,EPSC,10000,5,1.3,-153.6032,-348.9253,2.8,7.7,20.5,-28.1556,-28.1556,-4465.8762,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,BASEDPDE,IPSC,10000,6.3,1,728.8015,1209.9764,2.2,9.1,14.1,96.2415,96.2415,1966.4889,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,DPDE,EPSC,10000,4.7,0.8,-202.571,-303.0013,2.6,5.2,6,-31.4642,-31.4642,-1919.998,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,DPDE,IPSC,10000,1.7,1,451.1381,711.9882,7.1,7.9,11,52.4187,52.4187,1201.157,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,DPDENALTRI,EPSC,10000,4.7,0.9,-160.4566,-280.3628,3.2,6.1,6.4,-28.3502,-28.3502,-1963.3638,NaN,NaN,
BJ1500,eWill20170830,WT,PYR,L2,ACC,MD,ChR2H134R,DPDENALTRI,IPSC,10000,6.3,1.1,578.7406,998.6897,2.6,9,13.6,72.2703,72.2703,1837.3202,NaN,NaN,
BJ1502,eWill20170905,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,IPSC,10000,5.2,1.2,186.6767,405.471,4.4,19.9,34.8,21.7979,21.7979,1364.5965,NaN,NaN,
BJ1502,eWill20170905,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEENK,EPSC,10000,4.3,1.6,-42.8983,-115.9005,4.9,20.5,26.1,-6.1955,-6.1955,-2242.8528,NaN,NaN,
BJ1502,eWill20170905,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,EPSC,10000,4.6,2.2,-17.1033,-63.0412,5.7,32.6,25.9,-3.1789,-3.1789,-2123.063,NaN,NaN,
BJ1502,eWill20170905,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,ENK,IPSC,10000,5.4,1.7,52.3958,154.6327,6,18.9,29.3,8.5959,8.5959,672.3072,NaN,NaN,
BJ1503,eWill20170905,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEDAMGO,EPSC,10000,4.1,2.2,-64.9336,-272.15,3.1,7.7,26.2,-32.5346,-32.5346,-4650.4874,NaN,NaN,
BJ1503,eWill20170905,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,BASEDAMGO,IPSC,10000,1.8,0.3,1292.0862,803.8347,4.9,3.9,6,150.6389,150.6389,616.5871,NaN,NaN,
BJ1503,eWill20170905,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DAMGO,EPSC,10000,3.9,1.4,-78.6837,-215.0075,3.2,7.1,27.1,-30.0694,-30.0694,-3839.1215,NaN,NaN,
BJ1503,eWill20170905,PVhet;Ai39het,PYR,L2,ACC,MD,ChR2H134R,DAMGO,IPSC,10000,2.1,0.5,984.667,767.0627,4.9,4.2,6.3,114.7632,114.7632,674.6978,NaN,NaN,
