,cellID,animalID,genoType,cellType,recordLayer,recordRegion,stimSource,stimChannel,circuit,signal,samplerate,parameter,drugGroup,baseName,baseValue,agonistName,agonistValue,antagonistName,antagonistValue,agonistEffect,antagonistEffect,tailRatio
31,161104_005,WB161104,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDAMGO,-511.294,ACCDAMGO,-421.911,ACCDAMGOCTAP,-443.363,0.825182772,0.867139063,NA
32,161104_005,WB161104,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDPDPE,-443.363,ACCDPDPE,-468.642,ACCDPDPENTD,-424.329,1.057016485,0.957069038,NA
33,161104_005,WB161104,WT,MSN,DMS,STR,MD_ACC,ChR2H134R_Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASE470,-434.448,BASE625,-511.294,NA,NA,1.176881928,NA,NA
34,170620_010,WB170620,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-0.53271675,MDDAMGO,-0.1195215,MDDAMGOCTAP,-0.549978167,0.224362196,1.032402617,NA
35,170620_010,WB170620,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-0.64531875,MDDPDPE,-0.57051425,MDDPDPENTD,-0.53271675,0.884081316,0.825509487,NA
36,170620_010,WB170620,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDAMGO,-0.3039285,ACCDAMGO,-0.32594725,ACCDAMGOCTAP,-0.314922833,1.072447138,1.036174078,NA
37,170620_010,WB170620,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDPDPE,-0.37835975,ACCDPDPE,-0.37904875,ACCDPDPENTD,-0.3039285,1.001821018,0.803279154,NA
38,170620_010,WB170620,WT,MSN,DMS,STR,MD_ACC,ChR2H134R_Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASE470,-0.70397575,BASE625,-0.50989825,NA,NA,0.724312237,NA,NA
39,170620_004,WB170620,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-314.1258,MDDAMGO,-92.997875,MDDAMGOCTAP,-297.54325,0.296052967,0.947210481,NA
40,170620_004,WB170620,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-388.9746667,MDDPDPE,-333.986,MDDPDPENTD,-314.1258,0.858631753,0.807573929,NA
41,170620_004,WB170620,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDAMGO,-205.7176,ACCDAMGO,-200.58025,ACCDAMGOCTAP,-203.1155,0.975027173,0.987351107,NA
42,170620_004,WB170620,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDPDPE,-246.775,ACCDPDPE,-227.2606667,ACCDPDPENTD,-205.7176,0.920922568,0.833624152,NA
43,170620_004,WB170620,WT,MSN,DMS,STR,MD_ACC,ChR2H134R_Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASE470,-388.9746667,BASE625,-246.775,NA,NA,0.63442435,NA,NA
44,170620_004,WB170620,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDMOCK1,-401.82725,MDMOCK1,-388.9746667,MDMOCKWASH1,NA,0.968014655,NA,NA
45,170620_004,WB170620,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCMOCK1,-280.9085,ACCMOCK1,-246.775,ACCMOCKWASH1,NA,0.878488903,NA,NA
46,170614_009,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-345.371,MDDPDPE,-327.9396,MDDPDPENTD,NA,0.949528478,NA,NA
47,170614_009,WB170614,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDPDPE,-84.24466,ACCDPDPE,-78.5924,ACCDPDPENTD,NA,0.932906608,NA,NA
48,170614_009,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R_Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASE470,-386.99525,BASE625,-114.255875,NA,NA,0.295238443,NA,NA
49,170614_009,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDMOCK1,-386.99525,MDMOCK1,-379.863,MDMOCKWASH1,-345.371,0.981570187,0.892442478,NA
50,170614_009,WB170614,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCMOCK1,-114.255875,ACCMOCK1,-114.5498714,ACCMOCKWASH1,-84.24466,1.002573141,0.737333288,NA
51,170614_002,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-397.1894,MDDAMGO,-164.892,MDDAMGOCTAP,-310.23125,0.415147031,0.781066287,NA
52,170614_002,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-310.23125,MDDPDPE,-340.79225,MDDPDPENTD,-340.3385714,1.098510385,1.097047997,NA
53,170614_002,WB170614,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDAMGO,-692.1228,ACCDAMGO,-650.001,ACCDAMGOCTAP,-571.68775,0.939141147,0.825991789,NA
54,170614_002,WB170614,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDPDPE,-571.68775,ACCDPDPE,-552.5175,ACCDPDPENTD,-499.1882857,0.966467272,0.873183457,NA
55,170614_002,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R_Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASE470,-397.1894,BASE625,-692.1228,NA,NA,1.742551035,NA,NA
56,170614_006,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-0.6226114,MDDAMGO,-0.242491333,MDDAMGOCTAP,NA,0.389474612,NA,NA
57,170614_006,WB170614,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDAMGO,-0.454596,ACCDAMGO,-0.437283,ACCDAMGOCTAP,NA,0.961915635,NA,NA
58,170614_006,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R_Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASE470,-0.6226114,BASE625,-0.454596,NA,NA,0.730144035,NA,NA
59,170614_006,WB170614,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDMOCK1,-0.646334769,MDMOCK1,-0.6226114,MDMOCKWASH1,NA,0.963295539,NA,NA
60,170614_006,WB170614,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCMOCK1,-0.553932692,ACCMOCK1,-0.454596,ACCMOCKWASH1,NA,0.820670104,NA,NA
61,171221_011,WB171221,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-0.911254,MDDAMGO,-0.368374,MDDAMGOCTAP,-0.863325,0.404249529,0.947403249,NA
62,171221_011,WB171221,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCDAMGO,-0.320202,ACCDAMGO,-0.221614,ACCDAMGOCTAP,-0.295223,0.692106858,0.921989869,NA
63,171221_011,WB171221,WT,MSN,DMS,STR,MD_ACC,ChR2H134R_Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASE470,-0.911254,BASE625,-0.320202,NA,NA,0.351386112,NA,NA
64,171221_011,WB171221,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDMOCK1,-0.863325,MDMOCK1,-0.895904,MDMOCKWASH1,-0.812043,1.037736658,0.940599427,NA
65,171221_011,WB171221,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCMOCK1,-0.295223,ACCMOCK1,-0.288089,ACCMOCKWASH1,-0.255712,0.975835216,0.866165577,NA
66,171221_011,WB171221,WT,MSN,DMS,STR,MD_ACC,ChR2H134R,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEMDMOCK2,-0.936422,MDMOCK2,-0.934186,MDMOCKWASH2,-0.911254,0.997612188,0.973123229,NA
67,171221_011,WB171221,WT,MSN,DMS,STR,MD_ACC,Chrimson,MD_ACC_MSN,EPSC,10000,amplitude,1,BASEACCMOCK2,-0.315601,ACCMOCK2,-0.285266,ACCMOCKWASH2,-0.320202,0.9038818,1.014578534,NA
68,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-337.99,MDDAMGO,-90.1706,MDDAMGOCTAP,-287.326,0.266784816,0.850102074,NA
69,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-287.326,MDDPDPE,-285.429,MDDPDPENTD,-266.284,0.993397743,0.926766112,NA
70,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDAMGO,-184.893,PFCDAMGO,-124.56,PFCDAMGOCTAP,-127.317,0.673686943,0.68859827,NA
71,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDPDPE,-127.317,PFCDPDPE,-83.3608,PFCDPDPENTD,-91.9015,0.654749955,0.72183212,NA
72,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,CsChR_Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASE470,-337.99,BASE625,-184.893,NA,NA,0.547036895,NA,NA
73,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDQUIN,-266.284,MDQUIN,-261.993,MDQUINSULP,-290.808,0.983885626,1.092097159,NA
74,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDCPA,-290.808,MDCPA,-61.8543,MDCPADPCPX,-291.773,0.212698069,1.003318341,NA
75,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCQUIN,-91.9015,PFCQUIN,-139.227,PFCDQUINSULP,-102.326,1.514958951,1.113431228,NA
76,160609_000,WB160609,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCCPA,-102.326,PFCCPA,-15.414,PFCCPADPCPX,-132.195,0.150636202,1.291900397,NA
77,161205_005,WB161205,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-206.07,MDDAMGO,-37.4008,MDDAMGOCTAP,-205.76,0.181495608,0.998495657,NA
78,161205_005,WB161205,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-205.76,MDDPDPE,-218.753,MDDPDPENTD,-148.68,1.063146384,0.722589425,NA
79,161205_005,WB161205,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDAMGO,-176.476,PFCDAMGO,-180.801,PFCDAMGOCTAP,-162.415,1.024507582,0.920323443,NA
80,161205_005,WB161205,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDPDPE,-162.415,PFCDPDPE,-130.016,PFCDPDPENTD,-139.113,0.800517194,0.85652803,NA
81,161205_005,WB161205,WT,MSN,DMS,STR,MD_PFC,CsChR_Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASE470,-206.07,BASE625,-176.476,NA,NA,0.860805843,NA,NA
82,160607_000,WB161207,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-0.453709,MDDAMGO,-0.148687,MDDAMGOCTAP,-0.423549,0.32771446,0.933525674,NA
83,160607_000,WB161207,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDAMGO,-0.206811,PFCDAMGO,-0.17871,PFCDAMGOCTAP,-0.16702,0.864122315,0.807597275,NA
84,160607_000,WB161207,WT,MSN,DMS,STR,MD_PFC,CsChR_Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASE470,-0.453709,BASE625,-0.206811,NA,NA,0.455823005,NA,NA
85,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-894.719,MDDAMGO,-171.854,MDDAMGOCTAP,-768.481,0.192075948,0.858907657,NA
86,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-768.481,MDDPDPE,-778.626,MDDPDPENTD,-681.075,1.013201367,0.886261339,NA
87,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDAMGO,-510.423,PFCDAMGO,-485.903,PFCDAMGOCTAP,-493.152,0.951961412,0.966163359,NA
88,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDPDPE,-493.152,PFCDPDPE,-388.567,PFCDPDPENTD,-385.202,0.787925427,0.781101973,NA
89,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,CsChR_Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASE470,-894.719,BASE625,-510.423,NA,NA,0.570484141,NA,NA
90,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDQUIN,-681.075,MDQUIN,-567.78,MDQUINSULP,-528.744,0.833652681,0.776337408,NA
91,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDCPA,-528.744,MDCPA,-52.7875,MDCPADPCPX,-520.381,0.099835648,0.984183272,NA
92,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCQUIN,-385.202,PFCQUIN,-376.254,PFCDQUINSULP,-359.524,0.976770629,0.933338872,NA
93,160607_008,WB161207,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCCPA,-359.524,PFCCPA,-60.9987,PFCCPADPCPX,-368.365,0.169665168,1.024590848,NA
94,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-312.109,MDDAMGO,-30.4181,MDDAMGOCTAP,-321.455,0.097459862,1.029944667,NA
95,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-321.455,MDDPDPE,-261.105,MDDPDPENTD,-247.93,0.812259881,0.771274362,NA
96,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDAMGO,-946.65,PFCDAMGO,-1074,PFCDAMGOCTAP,-900.422,1.134527016,0.951166746,NA
97,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDPDPE,-900.422,PFCDPDPE,-810.148,PFCDPDPENTD,-1039.22,0.899742565,1.154147722,NA
98,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,CsChR_Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASE470,-312.109,BASE625,-946.65,NA,NA,3.033074983,NA,NA
99,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDQUIN,-247.93,MDQUIN,-219.713,MDQUINSULP,-238.063,0.88618965,0.960202477,NA
100,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDCPA,-238.063,MDCPA,-23.2071,MDCPADPCPX,-243.935,0.097483019,1.02466574,NA
101,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCQUIN,-1039.22,PFCQUIN,-967.737,PFCDQUINSULP,-845.223,0.931214757,0.813324416,NA
102,160608_006,WB160608,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCCPA,-845.223,PFCCPA,-112.291,PFCCPADPCPX,-729.584,0.132853697,0.863185219,NA
103,160608_011,WB160608,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-568.142,MDDAMGO,-201.039,MDDAMGOCTAP,-448.036,0.353853438,0.788598625,NA
104,160608_011,WB160608,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-448.036,MDDPDPE,-456.996,MDDPDPENTD,NA,1.019998393,NA,NA
105,160608_011,WB160608,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDAMGO,-622.121,PFCDAMGO,-561.31,PFCDAMGOCTAP,-541.93,0.902252134,0.871100638,NA
106,160608_011,WB160608,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDPDPE,-541.93,PFCDPDPE,-449.529,PFCDPDPENTD,NA,0.829496429,NA,NA
107,160608_011,WB160608,WT,MSN,DMS,STR,MD_PFC,CsChR_Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASE470,-568.142,BASE625,-622.121,NA,NA,1.095009698,NA,NA
108,171217_008,WB171217,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDAMGO,-176.526,MDDAMGO,-23.781,MDDAMGOCTAP,NA,0.134716699,NA,NA
109,171217_008,WB171217,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDDPDPE,-184.629,MDDPDPE,-163.242,MDDPDPENTD,-176.526,0.884162293,0.956111987,NA
110,171217_008,WB171217,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDAMGO,-407.527,PFCDAMGO,-415.999,PFCDAMGOCTAP,NA,1.020788807,NA,NA
111,171217_008,WB171217,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCDPDPE,-485.129,PFCDPDPE,-449.454,PFCDPDPENTD,-407.527,0.926462858,0.840038423,NA
112,171217_008,WB171217,WT,MSN,DMS,STR,MD_PFC,CsChR_Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASE470,-215.549,BASE625,-473.003,NA,NA,2.194410552,NA,NA
113,171217_008,WB171217,WT,MSN,DMS,STR,MD_PFC,CsChR,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEMDMOCK1,-215.549,MDMOCK1,-184.629,MDMOCKWASH1,NA,0.856552338,NA,NA
114,171217_008,WB171217,WT,MSN,DMS,STR,MD_PFC,Chrimson,MD_PFC_MSN,EPSC,10000,amplitude,1,BASEPFCMOCK1,-473.003,PFCMOCK1,-485.129,PFCDMOCKWASH1,NA,1.025636201,NA,NA
